Term,LoanStatus,BorrowerRate,LenderYield,ProsperScore,ListingCategory (numeric),EmploymentStatus,LoanOriginalAmount,EstimatedLoss,EstimatedReturn,IncomeVerifiable
60,Completed,0.2319,0.2219,3.0,1,Employed,10000,0.0899,0.1152,True
60,Current,0.166,0.156,6.0,1,Employed,15000,0.0624,0.08421000000000001,True
60,Current,0.1579,0.1479,5.0,13,Employed,16000,0.0499,0.0905,True
60,Current,0.1269,0.1169,9.0,1,Employed,10000,0.0374,0.0748,True
36,Current,0.1465,0.1365,4.0,7,Employed,10000,0.0549,0.07408,True
36,Completed,0.1449,0.1349,6.0,15,Full-time,2500,0.042,0.0906,True
36,Current,0.2045,0.1945,5.0,7,Employed,3600,0.0899,0.0898,True
60,Chargedoff,0.2498,0.2398,7.0,1,Employed,10000,0.0849,0.1492,True
60,Current,0.1605,0.1505,4.0,1,Employed,15000,0.0674,0.07349,True
36,Current,0.1795,0.1695,4.0,1,Other,4000,0.0774,0.08027000000000001,True
36,Current,0.285,0.275,2.0,3,Self-employed,4000,0.1475,0.10255999999999998,False
36,Current,0.0799,0.0699,10.0,20,Full-time,6000,0.0174,0.051,True
36,Current,0.3127,0.3027,4.0,7,Employed,2500,0.165,0.12,True
60,Current,0.1224,0.1124,10.0,1,Employed,15000,0.0424,0.06491,True
60,Current,0.3057,0.2957,3.0,14,Full-time,7500,0.1275,0.1547,True
36,Current,0.1979,0.1879,3.0,1,Employed,18000,0.0774,0.0975,True
36,Current,0.1435,0.1335,4.0,1,Employed,20000,0.0524,0.074,True
60,Current,0.195,0.185,4.0,1,Employed,21000,0.0824,0.08922000000000001,True
60,Current,0.1519,0.1419,4.0,2,Employed,15000,0.0474,0.0876,True
60,Current,0.195,0.185,4.0,1,Employed,15000,0.0824,0.08922000000000001,True
36,Completed,0.1949,0.1849,6.0,7,Employed,14584,0.087,0.0936,True
36,Chargedoff,0.274,0.264,7.0,1,Full-time,5000,0.1,0.1574,True
60,Current,0.15,0.14,10.0,1,Employed,25000,0.0574,0.07463,True
12,Completed,0.1177,0.1077,7.0,1,Employed,4000,0.0524,0.0495,True
36,Chargedoff,0.3177,0.3077,4.0,1,Other,4000,0.165,0.1246,False
36,Current,0.3199,0.3099,5.0,7,Other,5000,0.147,0.1487,True
36,Current,0.2639,0.2539,3.0,1,Employed,3000,0.1225,0.1093,True
36,Completed,0.275,0.265,6.0,3,Retired,5000,0.108,0.1504,False
36,Chargedoff,0.21,0.2,5.0,7,Full-time,1000,0.19,-0.0013,True
36,Current,0.099,0.089,10.0,1,Employed,19000,0.0249,0.061529999999999994,True
36,Current,0.1599,0.1499,5.0,1,Employed,10000,0.0549,0.0868,True
36,Current,0.1153,0.1053,8.0,3,Employed,13000,0.0324,0.0691,True
36,Current,0.1535,0.1435,2.0,1,Self-employed,8000,0.0599,0.07517,False
36,Current,0.3177,0.3077,4.0,8,Employed,4000,0.165,0.1246,True
36,Current,0.1099,0.0999,5.0,1,Employed,12000,0.0324,0.06387999999999999,True
36,PastDue,0.2699,0.2599,6.0,1,Employed,4500,0.112,0.1414,True
36,Current,0.105,0.095,10.0,1,Employed,13000,0.0274,0.06462000000000001,True
60,Current,0.231,0.221,4.0,7,Employed,6500,0.1075,0.09512000000000001,True
36,Current,0.1559,0.1459,4.0,14,Employed,2500,0.0524,0.0858,True
36,Completed,0.15,0.14,7.0,2,Full-time,15000,0.015,0.1248,True
36,Current,0.2346,0.2246,4.0,1,Employed,8000,0.1025,0.1039,True
36,Current,0.1089,0.0989,8.0,1,Employed,5000,0.0299,0.0657,True
60,Current,0.0949,0.0849,10.0,1,Employed,5000,0.0224,0.0603,True
60,Current,0.1099,0.0999,9.0,6,Employed,4200,0.0299,0.0666,False
60,Current,0.2573,0.2473,6.0,1,Employed,2000,0.0925,0.1487,True
36,Current,0.1274,0.1174,4.0,1,Self-employed,10000,0.0424,0.0697,False
36,Completed,0.2255,0.2155,8.0,7,Full-time,5000,0.08,0.1304,True
36,Completed,0.275,0.265,7.0,7,Employed,3000,0.108,0.1504,True
60,Current,0.2304,0.2204,4.0,1,Employed,15000,0.1125,0.08918999999999999,True
36,Completed,0.2599,0.2499,7.0,1,Employed,10000,0.112,0.1317,True
36,Completed,0.3269,0.3169,1.0,1,Employed,1500,0.366,-0.0677,True
36,Current,0.1795,0.1695,3.0,1,Employed,8500,0.0774,0.08027000000000001,True
36,Current,0.155,0.145,7.0,1,Employed,2000,0.0549,0.08215,True
12,Completed,0.1279,0.1179,4.0,15,Full-time,2000,0.0599,0.0561,True
36,Current,0.1099,0.0999,10.0,1,Other,10000,0.0324,0.06387999999999999,True
36,Current,0.2786,0.2686,2.0,2,Employed,3500,0.1325,0.1122,True
36,Completed,0.3199,0.3099,7.0,1,Employed,6290,0.147,0.1487,True
36,Current,0.2099,0.1999,7.0,13,Employed,5000,0.0849,0.1103,True
36,Current,0.173,0.163,8.0,14,Self-employed,15000,0.0674,0.08524,False
36,Current,0.1875,0.1775,3.0,20,Employed,15000,0.0824,0.08223,True
36,Chargedoff,0.35,0.34,5.0,2,Full-time,3000,0.18,0.1399,True
36,Current,0.1089,0.0989,7.0,1,Self-employed,4000,0.0299,0.0657,False
36,Completed,0.236,0.226,5.0,2,Full-time,21500,0.085,0.1357,True
36,Current,0.1639,0.1539,7.0,1,Employed,13000,0.0574,0.0878,True
36,Current,0.2346,0.2246,4.0,1,Employed,4000,0.1025,0.1039,True
60,Current,0.1675,0.1575,4.0,1,Employed,18000,0.0724,0.07455,True
36,Completed,0.2574,0.2474,4.0,1,Employed,4000,0.105,0.1363,True
36,Current,0.2045,0.1945,4.0,1,Employed,15000,0.0899,0.0898,True
36,Completed,0.2511,0.2411,6.0,1,Employed,10000,0.112,0.1232,True
60,Current,0.0809,0.0709,10.0,7,Employed,20000,0.0199,0.04929,True
36,Current,0.2549,0.2449,4.0,1,Other,10000,0.1225,0.10102,True
36,Current,0.1459,0.1359,4.0,1,Employed,12000,0.0474,0.0818,True
36,Defaulted,0.2599,0.2499,7.0,1,Employed,7500,0.108,0.1357,True
36,Current,0.2254,0.2154,3.0,1,Employed,4000,0.1125,0.0846,True
36,Current,0.1274,0.1174,6.0,1,Employed,10000,0.0424,0.0697,True
36,Completed,0.2199,0.2099,2.0,18,Employed,3200,0.0925,0.1012,False
36,Current,0.1119,0.1019,5.0,1,Employed,14400,0.0349,0.06306,True
60,Current,0.2151,0.2051,8.0,1,Employed,7500,0.0595,0.142,True
36,Current,0.3177,0.3077,4.0,7,Employed,4000,0.1625,0.1271,True
60,Completed,0.2235,0.2135,4.0,1,Self-employed,10000,0.1075,0.08821,False
36,Current,0.1799,0.1699,8.0,1,Employed,5000,0.0595,0.1074,True
36,Completed,0.26,0.25,5.0,2,Full-time,2100,0.18,0.0556,True
36,Current,0.127,0.117,9.0,1,Employed,7000,0.033,0.0836,True
36,Current,0.3177,0.3077,5.0,1,Employed,4000,0.165,0.1246,True
36,Completed,0.3199,0.3099,5.0,1,Employed,7500,0.147,0.1487,True
60,Current,0.2118,0.2018,7.0,13,Full-time,7500,0.0649,0.1246,True
36,Current,0.1139,0.1039,10.0,1,Employed,6200,0.0349,0.06498999999999999,True
60,Completed,0.2962,0.2862,6.0,1,Employed,2100,0.1275,0.1335,False
36,Current,0.1239,0.1139,9.0,1,Employed,2000,0.0399,0.0691,True
36,Current,0.3127,0.3027,2.0,1,Self-employed,4000,0.165,0.12,False
36,Current,0.2699,0.2599,2.0,1,Employed,3000,0.1325,0.10422999999999999,True
36,Current,0.1905,0.1805,5.0,1,Other,4000,0.0849,0.08227000000000001,True
36,Current,0.176,0.166,4.0,1,Employed,8000,0.0699,0.08528999999999999,True
12,Completed,0.1434,0.1334,7.0,16,Employed,4000,0.088,0.0424,True
60,Current,0.3165,0.3065,6.0,1,Employed,4000,0.1425,0.1363,True
36,Current,0.2346,0.2246,4.0,1,Employed,10850,0.1025,0.1039,True
36,Completed,0.1129,0.1029,8.0,1,Employed,25000,0.026,0.0766,True
60,Completed,0.1551,0.1451,8.0,1,Employed,13000,0.033,0.1115,True
60,Current,0.2284,0.2184,4.0,1,Employed,20000,0.0874,0.1147,True
60,Current,0.194,0.184,4.0,1,Employed,15000,0.0874,0.08279,True
60,Current,0.1435,0.1335,6.0,20,Employed,10000,0.0524,0.074,True
36,Completed,0.2499,0.2399,5.0,7,Employed,15000,0.119,0.115,True
60,PastDue,0.1551,0.1451,8.0,1,Employed,23500,0.033,0.1115,True
36,Completed,0.3199,0.3099,5.0,1,Employed,7000,0.147,0.1487,True
36,Current,0.099,0.089,6.0,1,Employed,23547,0.0274,0.058789999999999995,True
36,Completed,0.295,0.285,7.0,7,Employed,3500,0.108,0.1698,True
36,Current,0.2932,0.2832,4.0,1,Employed,4000,0.1425,0.115,True
60,Current,0.2579,0.2479,4.0,1,Employed,6000,0.1075,0.1199,True
36,Current,0.2566,0.2466,2.0,1,Employed,4000,0.1175,0.1079,True
60,Current,0.1435,0.1335,6.0,1,Employed,15000,0.0524,0.074,True
36,Current,0.0849,0.0749,10.0,1,Employed,5000,0.0199,0.0532,True
60,Chargedoff,0.3232,0.3132,5.0,2,Employed,4000,0.1475,0.1374,True
36,Completed,0.071,0.061,10.0,2,Full-time,2500,0.006,0.055,False
36,Current,0.201,0.191,4.0,1,Employed,15000,0.0925,0.0837,True
60,Current,0.166,0.156,7.0,3,Employed,15000,0.0624,0.08421000000000001,True
60,Current,0.1499,0.1399,7.0,1,Employed,25000,0.0349,0.0997,True
60,Current,0.2629,0.2529,3.0,1,Employed,4000,0.1275,0.10307000000000001,True
36,Completed,0.0974,0.0874,8.0,1,Employed,20500,0.02,0.0672,True
36,Current,0.197,0.187,4.0,1,Employed,15000,0.0899,0.08284,True
36,Current,0.105,0.095,5.0,1,Employed,14000,0.0274,0.06462000000000001,True
36,Completed,0.149,0.139,9.0,6,Employed,3500,0.0595,0.0772,True
36,Current,0.2346,0.2246,3.0,14,Employed,7000,0.1025,0.1039,True
36,Current,0.2049,0.1949,3.0,1,Employed,4000,0.0824,0.0984,True
36,Current,0.1635,0.1535,3.0,1,Employed,15000,0.0699,0.07355,True
60,PastDue,0.1169,0.1069,7.0,1,Employed,20000,0.0324,0.0706,True
36,Chargedoff,0.2725,0.2625,6.0,1,Part-time,5000,0.1,0.156,True
60,Current,0.2632,0.2532,4.0,1,Employed,7500,0.0975,0.1494,True
36,Current,0.3177,0.3077,4.0,1,Employed,2000,0.165,0.1246,True
36,Completed,0.2909,0.2809,6.0,1,Employed,2500,0.1425,0.1256,True
36,Current,0.1159,0.1059,3.0,1,Employed,15000,0.0324,0.06967999999999999,True
36,Current,0.1774,0.1674,4.0,1,Employed,10000,0.0649,0.0922,True
36,Current,0.099,0.089,10.0,1,Employed,30000,0.0274,0.058789999999999995,True
36,Completed,0.3125,0.3025,1.0,3,Self-employed,4000,0.17,0.1148,False
36,Current,0.1139,0.1039,8.0,1,Employed,10000,0.0349,0.06498999999999999,True
36,Current,0.1559,0.1459,6.0,2,Employed,35000,0.0524,0.0858,True
36,Current,0.0879,0.0779,7.0,1,Employed,15000,0.0224,0.05342,True
60,Current,0.2925,0.2825,3.0,1,Employed,4000,0.1475,0.10941,True
36,Current,0.0879,0.0779,8.0,2,Employed,10000,0.0224,0.05342,True
36,Current,0.1795,0.1695,7.0,1,Employed,15000,0.0774,0.08027000000000001,True
36,Current,0.0699,0.0599,10.0,1,Full-time,11000,0.0124,0.0466,True
36,Current,0.162,0.152,8.0,15,Employed,15000,0.0649,0.07766,True
36,Completed,0.1768,0.1668,8.0,18,Employed,15000,0.0565,0.1074,True
60,Current,0.2015,0.1915,7.0,1,Employed,15000,0.0874,0.08976,True
60,PastDue,0.2179,0.2079,5.0,1,Employed,10000,0.0799,0.1133,True
36,Current,0.2492,0.2392,7.0,2,Employed,6500,0.1125,0.1065,True
36,Current,0.1189,0.1089,9.0,1,Other,30000,0.0374,0.06706000000000001,True
60,Current,0.2672,0.2572,2.0,1,Employed,15000,0.1125,0.123,True
36,Completed,0.199,0.189,9.0,2,Retired,2500,0.065,0.1196,True
36,Current,0.1655,0.1555,7.0,1,Employed,15000,0.0674,0.07819,True
60,Completed,0.0869,0.0769,10.0,1,Employed,10000,0.0199,0.0552,True
36,Current,0.162,0.152,7.0,1,Employed,9000,0.0649,0.07766,True
60,Current,0.1334,0.1234,6.0,1,Employed,15000,0.0399,0.0782,True
36,Current,0.1153,0.1053,7.0,6,Employed,6000,0.0324,0.0691,True
36,Current,0.1599,0.1499,8.0,1,Employed,21000,0.0549,0.0924,True
60,Current,0.3304,0.3204,6.0,1,Employed,4000,0.147,0.1587,True
36,Current,0.2099,0.1999,7.0,1,Employed,15000,0.0849,0.1103,False
36,Current,0.3099,0.2999,4.0,3,Employed,4400,0.13,0.1561,False
36,Current,0.1535,0.1435,4.0,1,Employed,20000,0.0599,0.07517,True
36,Current,0.1685,0.1585,5.0,1,Employed,4000,0.0699,0.07824,True
60,PastDue,0.1385,0.1285,8.0,7,Employed,22500,0.02,0.108,True
36,Current,0.2049,0.1949,3.0,1,Employed,10000,0.0824,0.0984,True
60,Completed,0.3027,0.2927,6.0,13,Employed,7000,0.112,0.1733,True
36,Current,0.0759,0.0659,9.0,1,Employed,15000,0.0149,0.0498,True
60,Completed,0.2059,0.1959,4.0,1,Employed,25000,0.0724,0.1105,True
36,Current,0.2999,0.2899,2.0,7,Retired,3500,0.1525,0.11116,False
36,Current,0.184,0.174,2.0,1,Self-employed,15000,0.0799,0.08172,False
60,Current,0.1239,0.1139,9.0,1,Employed,7000,0.0399,0.0691,True
36,Completed,0.2295,0.2195,7.0,6,Full-time,16000,0.07,0.1443,True
36,Current,0.3177,0.3077,4.0,3,Employed,3000,0.165,0.1246,True
60,Current,0.1519,0.1419,6.0,2,Employed,10000,0.0474,0.0876,True
36,Current,0.2287,0.2187,2.0,1,Employed,2300,0.099,0.1144,True
60,Current,0.1399,0.1299,10.0,1,Employed,35000,0.0449,0.0789,True
36,Completed,0.2699,0.2599,7.0,7,Not employed,2500,0.112,0.1414,False
36,Current,0.1449,0.1349,8.0,1,Employed,10000,0.0595,0.0731,True
60,Current,0.1099,0.0999,10.0,2,Employed,15000,0.0299,0.06663,True
60,Current,0.1579,0.1479,5.0,2,Employed,8000,0.0499,0.0905,True
36,Current,0.1274,0.1174,6.0,1,Employed,4000,0.0424,0.0697,True
36,Current,0.0974,0.0874,8.0,7,Employed,2600,0.0249,0.06,True
36,Current,0.1034,0.0934,6.0,1,Employed,15000,0.0274,0.0631,True
60,Current,0.1579,0.1479,6.0,2,Other,15000,0.0499,0.0905,True
36,Current,0.1465,0.1365,4.0,3,Employed,4000,0.0549,0.07408,True
36,Current,0.1639,0.1539,5.0,1,Employed,5000,0.0574,0.0878,True
36,Current,0.162,0.152,2.0,1,Self-employed,15000,0.0649,0.07766,False
60,Current,0.1819,0.1719,5.0,9,Employed,15000,0.0599,0.102,True
36,Completed,0.0714,0.0614,10.0,1,Part-time,1000,0.006,0.0554,True
60,Current,0.3304,0.3204,2.0,2,Full-time,4000,0.149,0.1567,True
36,Current,0.197,0.187,4.0,7,Employed,5000,0.0899,0.08284,True
36,Chargedoff,0.2124,0.2024,3.0,1,Employed,15000,0.0874,0.0999,True
36,Current,0.1139,0.1039,6.0,1,Employed,10000,0.0349,0.06498999999999999,True
36,Current,0.3177,0.3077,5.0,13,Employed,4000,0.165,0.1246,True
36,Completed,0.1365,0.1265,8.0,3,Employed,15000,0.0495,0.0749,True
36,Current,0.2148,0.2048,7.0,2,Employed,10000,0.089,0.111,True
60,Current,0.2045,0.1945,7.0,1,Employed,20000,0.0899,0.0898,True
36,Current,0.3199,0.3099,2.0,7,Employed,4000,0.165,0.1267,True
60,Current,0.155,0.145,6.0,1,Employed,20000,0.0549,0.08215,True
36,Completed,0.35,0.34,5.0,1,Full-time,4000,0.18,0.1399,True
36,Chargedoff,0.1509,0.1409,6.0,1,Employed,10000,0.0499,0.0838,True
36,Completed,0.0799,0.0699,10.0,1,Employed,14000,0.01,0.0599,True
36,Current,0.1099,0.0999,8.0,1,Employed,4000,0.0324,0.06387999999999999,True
36,Completed,0.2371,0.2271,9.0,1,Full-time,4500,0.065,0.1567,True
36,Completed,0.0899,0.0799,8.0,2,Employed,6000,0.02,0.0597,True
12,Completed,0.1304,0.1204,2.0,1,Employed,2000,0.061,0.0568,True
36,Completed,0.35,0.34,6.0,3,Self-employed,1000,0.14,0.1843,False
36,Current,0.0839,0.0739,9.0,1,Employed,17500,0.0174,0.0565,False
60,Current,0.1765,0.1665,4.0,2,Employed,10000,0.0749,0.08022,True
60,Current,0.1465,0.1365,5.0,1,Employed,20000,0.0549,0.07408,True
36,Current,0.2624,0.2524,2.0,1,Employed,4000,0.1325,0.09737,True
36,Current,0.3177,0.3077,4.0,19,Self-employed,4000,0.1675,0.1124,False
60,Current,0.1875,0.1775,5.0,7,Employed,9000,0.0824,0.08223,True
36,Current,0.1203,0.1103,8.0,1,Employed,25000,0.0349,0.0712,True
36,Current,0.1459,0.1359,6.0,1,Employed,15000,0.0474,0.0818,True
60,Current,0.194,0.184,4.0,1,Employed,14000,0.0874,0.08279,True
36,Current,0.0799,0.0699,8.0,3,Employed,4000,0.0174,0.051,True
36,Current,0.127,0.117,9.0,1,Employed,6000,0.033,0.0836,True
36,Completed,0.199,0.189,9.0,1,Full-time,4000,0.065,0.1196,True
60,Current,0.2085,0.1985,6.0,18,Employed,7000,0.0925,0.09066,True
36,Current,0.0999,0.0899,9.0,1,Employed,5000,0.033,0.0567,True
36,PastDue,0.1734,0.1634,6.0,1,Employed,10000,0.0624,0.0912,True
36,Completed,0.094,0.084,9.0,3,Full-time,6000,0.015,0.069,True
36,Completed,0.1299,0.1199,7.0,1,Self-employed,3500,0.0399,0.0749,False
36,Completed,0.3073,0.2973,3.0,1,Employed,4000,0.149,0.1347,True
36,Completed,0.0974,0.0874,9.0,3,Employed,10000,0.0249,0.06,True
60,Current,0.2085,0.1985,5.0,7,Employed,4950,0.0925,0.09066,True
60,Completed,0.149,0.139,8.0,2,Employed,10170,0.038,0.1005,True
36,Current,0.173,0.163,3.0,1,Employed,11000,0.0674,0.08524,True
36,Completed,0.2,0.19,5.0,1,Full-time,1500,0.18,-0.0006,True
60,Current,0.1419,0.1319,6.0,1,Employed,11500,0.0424,0.0836,True
60,Current,0.1349,0.1249,8.0,1,Employed,15000,0.0424,0.07689,True
36,Current,0.1799,0.1699,8.0,6,Employed,3000,0.0595,0.1074,True
60,Current,0.1314,0.1214,10.0,1,Employed,15000,0.0449,0.07077,True
60,Current,0.197,0.187,5.0,1,Employed,24000,0.0899,0.08284,True
60,Current,0.1169,0.1069,10.0,3,Employed,7000,0.0324,0.0706,True
36,Completed,0.35,0.34,5.0,2,Full-time,1500,0.18,0.1399,True
36,Current,0.1899,0.1799,6.0,1,Full-time,2500,0.061,0.1147,True
36,Current,0.0949,0.0849,9.0,1,Employed,15000,0.0224,0.06026,True
36,Current,0.0869,0.0769,10.0,1,Employed,19000,0.0199,0.05516,True
36,Current,0.099,0.089,6.0,1,Employed,6000,0.0274,0.058789999999999995,True
60,Current,0.1399,0.1299,9.0,1,Employed,15500,0.0449,0.0789,True
60,Current,0.1334,0.1234,8.0,1,Employed,10000,0.0399,0.0782,True
36,Current,0.0749,0.0649,10.0,16,Employed,8500,0.0099,0.055,True
60,Chargedoff,0.1076,0.0976,9.0,1,Employed,10000,0.0174,0.0782,True
36,Current,0.099,0.089,6.0,1,Employed,5000,0.0274,0.058789999999999995,True
60,Current,0.162,0.152,9.0,1,Employed,23000,0.0649,0.07766,True
36,Completed,0.295,0.285,9.0,7,Employed,2500,0.108,0.1698,True
60,Current,0.2059,0.1959,4.0,1,Employed,10000,0.0724,0.1105,True
36,Chargedoff,0.1254,0.1154,8.0,1,Employed,5000,0.038,0.077,True
60,Current,0.1485,0.1385,10.0,1,Employed,26000,0.0499,0.08154,True
60,Current,0.2579,0.2479,4.0,14,Employed,10000,0.1075,0.1199,True
36,Current,0.28,0.27,3.0,1,Employed,10000,0.1475,0.098,True
36,Chargedoff,0.3199,0.3099,2.0,3,Self-employed,3151,0.203,0.0887,False
36,Current,0.2324,0.2224,6.0,13,Employed,3000,0.1025,0.1145,True
36,Chargedoff,0.2324,0.2224,3.0,7,Employed,15000,0.1025,0.1145,False
60,Current,0.1695,0.1595,7.0,1,Employed,10000,0.0649,0.08473,True
60,Current,0.1699,0.1599,6.0,1,Employed,16000,0.0549,0.0963,True
36,Current,0.1199,0.1099,8.0,1,Employed,12000,0.0349,0.07078,True
36,Current,0.3134,0.3034,2.0,19,Employed,4000,0.1575,0.1185,True
60,Completed,0.287,0.277,5.0,13,Employed,9500,0.119,0.1511,True
36,Completed,0.2699,0.2599,6.0,7,Employed,2000,0.112,0.1414,False
36,Current,0.1274,0.1174,4.0,1,Employed,5110,0.0424,0.0697,True
60,Current,0.1435,0.1335,9.0,1,Employed,13000,0.0524,0.074,True
36,Current,0.1899,0.1799,4.0,2,Employed,3000,0.0724,0.0955,True
36,Completed,0.092,0.082,9.0,2,Full-time,3000,0.021,0.0608,True
60,Completed,0.2085,0.1985,8.0,1,Employed,7000,0.0565,0.1385,True
36,Current,0.1299,0.1199,7.0,14,Other,10000,0.0399,0.0749,True
36,Current,0.0759,0.0659,8.0,1,Employed,3000,0.0149,0.0498,True
36,Current,0.1621,0.1521,8.0,2,Employed,6000,0.0595,0.09,True
60,Current,0.1769,0.1669,5.0,1,Employed,25000,0.0574,0.1001,True
36,Completed,0.2452,0.2352,6.0,18,Other,2000,0.119,0.1104,False
36,Current,0.2346,0.2246,4.0,1,Employed,6000,0.1025,0.1039,True
36,Current,0.1449,0.1349,9.0,17,Employed,5000,0.0565,0.0761,True
60,Current,0.2359,0.2259,3.0,1,Employed,10000,0.0925,0.116,True
36,Current,0.2499,0.2399,6.0,18,Employed,15000,0.119,0.115,True
36,Current,0.1459,0.1359,4.0,1,Other,8000,0.0474,0.0818,True
36,Current,0.0789,0.0689,9.0,1,Employed,20000,0.0124,0.0565,True
36,Current,0.1875,0.1775,4.0,1,Other,15000,0.0824,0.08223,True
36,Current,0.2566,0.2466,2.0,7,Other,4000,0.1175,0.1079,False
36,Current,0.3177,0.3077,4.0,15,Employed,2500,0.165,0.1246,True
36,Current,0.1299,0.1199,7.0,1,Employed,20000,0.0399,0.0749,True
36,Current,0.1875,0.1775,4.0,1,Employed,12000,0.0824,0.08223,True
36,Completed,0.199,0.189,10.0,7,Full-time,1000,0.065,0.1196,True
60,Current,0.152,0.142,8.0,1,Employed,25000,0.0524,0.08209,True
36,Current,0.0819,0.0719,8.0,3,Self-employed,10000,0.0174,0.05297999999999999,False
36,Current,0.3199,0.3099,4.0,1,Employed,2500,0.147,0.1487,True
36,Current,0.198,0.188,4.0,1,Employed,25000,0.0849,0.08926,True
60,Completed,0.1169,0.1069,9.0,1,Self-employed,10000,0.0324,0.0706,False
36,Completed,0.25,0.24,8.0,3,Employed,15000,0.0595,0.1762,True
36,Completed,0.071,0.061,10.0,1,Part-time,1000,0.006,0.055,True
36,Current,0.0974,0.0874,8.0,1,Employed,13800,0.0249,0.06,True
60,Current,0.1685,0.1585,6.0,1,Employed,2500,0.0699,0.07824,True
60,Current,0.1239,0.1139,10.0,1,Employed,15000,0.0399,0.0691,True
36,Completed,0.2699,0.2599,6.0,1,Employed,12000,0.112,0.1414,True
36,Current,0.1559,0.1459,6.0,1,Employed,4000,0.0524,0.0858,True
36,Current,0.198,0.188,5.0,1,Employed,3000,0.0849,0.08926,True
36,Completed,0.189,0.179,6.0,2,Full-time,10000,0.07,0.1049,True
36,Current,0.1359,0.1259,6.0,1,Employed,7000,0.0424,0.0778,True
36,Completed,0.0839,0.0739,8.0,1,Employed,6000,0.0174,0.0565,True
36,Current,0.3177,0.3077,6.0,10,Employed,4000,0.1625,0.1271,True
60,Current,0.197,0.187,7.0,1,Employed,13000,0.0899,0.08284,True
36,Current,0.162,0.152,3.0,1,Employed,10000,0.0649,0.07766,True
36,Current,0.1679,0.1579,6.0,15,Full-time,9500,0.0599,0.0888,True
36,Current,0.2492,0.2392,3.0,1,Employed,4000,0.1125,0.1065,True
36,Current,0.285,0.275,2.0,1,Employed,7000,0.1475,0.10255999999999998,True
36,Current,0.1189,0.1089,6.0,1,Employed,17000,0.0374,0.06706000000000001,True
60,Current,0.1699,0.1599,5.0,15,Employed,3100,0.0549,0.0963,True
60,Current,0.197,0.187,4.0,1,Self-employed,4000,0.0899,0.08284,False
60,Current,0.144,0.134,5.0,1,Employed,15000,0.0474,0.08004,True
36,Completed,0.127,0.117,8.0,10,Employed,12500,0.033,0.0836,True
36,Current,0.1034,0.0934,9.0,2,Employed,13000,0.0274,0.0631,True
36,Completed,0.277,0.267,1.0,19,Employed,3000,0.1325,0.1223,False
36,Chargedoff,0.3149,0.3049,5.0,3,Employed,6000,0.147,0.1439,False
60,Current,0.1795,0.1695,7.0,1,Employed,15000,0.0774,0.08027000000000001,True
36,Current,0.1725,0.1625,6.0,1,Employed,10000,0.0724,0.07923,True
36,PastDue,0.1639,0.1539,4.0,1,Employed,15000,0.0574,0.0878,True
36,Completed,0.1621,0.1521,8.0,14,Employed,2000,0.0595,0.09,True
60,Current,0.2432,0.2332,4.0,1,Employed,4000,0.0975,0.1173,True
36,Current,0.1239,0.1139,4.0,1,Other,7500,0.0399,0.0691,True
36,Current,0.0769,0.0669,7.0,1,Employed,15000,0.0174,0.048060000000000005,True
60,Current,0.1314,0.1214,10.0,3,Employed,25000,0.0449,0.07077,True
60,Current,0.1099,0.0999,7.0,1,Employed,15000,0.0299,0.0666,True
36,Current,0.1599,0.1499,6.0,9,Employed,20000,0.0549,0.0868,True
36,Chargedoff,0.2399,0.2299,4.0,7,Full-time,2200,0.1,0.1243,True
36,Current,0.162,0.152,5.0,7,Employed,3600,0.0599,0.08321,True
36,Chargedoff,0.3177,0.3077,4.0,13,Self-employed,4000,0.165,0.1246,False
36,Current,0.208,0.198,4.0,1,Employed,10000,0.0975,0.08474,True
36,Completed,0.2899,0.2799,2.0,1,Employed,7500,0.13,0.1371,True
60,Current,0.1847,0.1747,7.0,1,Employed,20000,0.0499,0.116,True
60,Current,0.1535,0.1435,8.0,1,Employed,10000,0.0599,0.07517,True
60,Current,0.1139,0.1039,10.0,2,Employed,23695,0.0349,0.06498999999999999,True
60,Current,0.2015,0.1915,4.0,2,Employed,15000,0.0874,0.08976,True
36,Completed,0.0854,0.0754,10.0,1,Employed,7900,0.015,0.0604,True
60,Current,0.2736,0.2636,3.0,1,Employed,4000,0.1175,0.1235,True
36,Current,0.1535,0.1435,5.0,1,Other,4000,0.0599,0.07517,True
36,Current,0.099,0.089,6.0,1,Employed,15000,0.0274,0.058789999999999995,True
36,Current,0.3075,0.2975,3.0,1,Employed,4000,0.1575,0.1131,True
36,Current,0.2492,0.2392,3.0,1,Employed,5000,0.1125,0.1065,True
36,Current,0.2958,0.2858,6.0,1,Employed,4000,0.147,0.1257,True
